"mouse_gene","human_gene"
"Ntrk1","NTRK1"
"Trmt12","TYW2"
"Ro60","RO60"
"Dct","DCT"
"Trpa1","TRPA1"
"Trpm1","TRPM1"
"Wars1","WARS1"
"Prss3l","PRSS1"
"Prss3l","PRSS2"
"Prss3l","PRSS3"
"Prss3l","PRSS3P2"
"Try10","PRSS1"
"Try10","PRSS2"
"Try10","PRSS3"
"Try10","PRSS3P2"
"Prss1l","PRSS1"
"Prss1l","PRSS2"
"Prss1l","PRSS3"
"Prss1l","PRSS3P2"
"Prss1","PRSS1"
"Prss1","PRSS2"
"Prss1","PRSS3"
"Prss1","PRSS3P2"
"Prss2","PRSS1"
"Prss2","PRSS2"
"Prss2","PRSS3"
"Prss2","PRSS3P2"
"Try4","PRSS1"
"Try4","PRSS2"
"Try4","PRSS3"
"Try4","PRSS3P2"
"Prss3","PRSS1"
"Prss3","PRSS2"
"Prss3","PRSS3"
"Prss3","PRSS3P2"
"Try5","PRSS1"
"Try5","PRSS2"
"Try5","PRSS3"
"Try5","PRSS3P2"
"Dnajb13","DNAJB13"
"Tsg101","TSG101"
"Cep41","CEP41"
"Tshb","TSHB"
"Crlf2","CRLF2"
"Tspan13","TSPAN13"
"Tspan1","TSPAN1"
"Tspan5","TSPAN5"
"Eipr1","EIPR1"
"Sf3b1","SF3B1"
"Khdrbs3","KHDRBS3"
"Trappc12","TRAPPC12"
"Odad4","ODAD4"
"Emc2","EMC2"
"Skic3","SKIC3"
"Lmo2","LMO2"
"Dnmbp","DNMBP"
"Tuba1a","TUBA1A"
"Tubb2a","TUBB2A"
"Tubb2b","TUBB2B"
"Tubg2","TUBG2"
"Tubg1","TUBG1"
"Mtpap","MTPAP"
"Tut7","TUT7"
"Tnfsf12","TNFSF12"
"Tnfsf12","TNFSF12-TNFSF13"
"Twist1","TWIST1"
"Polr1f","POLR1F"
"Tmx1","TMX1"
"Erp44","ERP44"
"Dtymk","DTYMK"
"Tut1","TUT1"
"Ubap2","UBAP2"
"Ube2n","UBE2N"
"Ube2n","UBE2NL"
"Ube2i","UBE2I"
"Uba3","UBA3"
"Ube3d","UBE3D"
"Ube2d1","UBE2D1"
"Ube2d2a","UBE2D2"
"Ube2g1","UBE2G1"
"Ube2l3","UBE2L3"
"Ube2l3","UBE2L5"
"Ufm1","UFM1"
"Ubl7","UBL7"
"Ubtd1","UBTD1"
"Ubxn6","UBXN6"
"Ubxn4","UBXN4"
"Ucp3","UCP3"
"Slc25a27","SLC25A27"
"Slc25a14","SLC25A14"
"Ube4b","UBE4B"
"Ugt1a8","UGT1A10"
"Ugt1a8","UGT1A7"
"Ugt1a8","UGT1A8"
"Ugt1a8","UGT1A9"
"Ugt1a5","UGT1A3"
"Ugt1a5","UGT1A4"
"Ugt1a5","UGT1A5"
"Ugt1a7c","UGT1A10"
"Ugt1a7c","UGT1A7"
"Ugt1a7c","UGT1A8"
"Ugt1a7c","UGT1A9"
"Ugt1a6b","UGT1A6"
"Ugt1a9","UGT1A10"
"Ugt1a9","UGT1A7"
"Ugt1a9","UGT1A8"
"Ugt1a9","UGT1A9"
"Ugt1a1","UGT1A1"
"Ugt1a2","UGT1A3"
"Ugt1a2","UGT1A4"
"Ugt1a2","UGT1A5"
"Ugt1a6a","UGT1A6"
"Uts2","UTS2"
"Uck2","UCK2"
"Xylt1","XYLT1"
"Zc4h2","ZC4H2"
"Nuf2","NUF2"
"Prdm5","PRDM5"
"Dlc1","DLC1"
"Pkp4","PKP4"
"Tusc3","TUSC3"
"Acer2","ACER2"
"Dennd4c","DENND4C"
"Shc3","SHC3"
"Fcho1","FCHO1"
"Clcc1","CLCC1"
"Ccdc15","CCDC15"
"Ceacam13","CEACAM4"
"Psg20","CEACAM21"
"Psg26","CEACAM21"
"Psg27","CEACAM21"
"Psg22","CEACAM3"
"Psg22","CEACAM4"
"Psg29","CEACAM3"
"Psg29","CEACAM4"
"Psg23","CEACAM21"
"Psg21","CEACAM21"
"Psg16","CEACAM21"
"Ceacam11","CEACAM4"
"Ceacam14","CEACAM4"
"Psg18","CEACAM3"
"Psg18","CEACAM4"
"Psg25","CEACAM21"
"Psg19","CEACAM21"
"Ceacam12","CEACAM4"
"Psg17","CEACAM21"
"Ceacam10","CEACAM4"
"Psg28","CEACAM21"
"Zan","ZAN"
"Tespa1","TESPA1"
"Ghitm","GHITM"
"Kif1b","KIF1B"
"Slc7a7","SLC7A7"
"Wdr1","WDR1"
"Vps11","VPS11"
"Sart1","SART1"
"Cbfb","CBFB"
"Upp2","UPP2"
"Uqcc1","UQCC1"
"Urah","URAHP"
"Uts2b","UTS2B"
"Scube2","SCUBE2"
"Usp34","USP34"
"Ogfod3","OGFOD3"
"Uty","UTY"
"Kdm6a","KDM6A"
"Vmn1r7","VN1R17P"
"Vmn1r7","VN1R5"
"Vmn1r1","VN1R17P"
"Vmn1r31","VN1R17P"
"Vmn1r31","VN1R5"
"Vmn1r12","VN1R5"
"Vmn1r40","VN1R17P"
"Vmn1r8","VN1R17P"
"Vmn1r8","VN1R5"
"Vmn1r14","VN1R5"
"Vmn1r47","VN1R17P"
"Vmn1r9","VN1R17P"
"Vmn1r9","VN1R5"
"Vmn1r21","VN1R5"
"V1ra8","VN1R17P"
"Vmn1r5","VN1R5"
"Vmn1r32","VN1R17P"
"Vmn1r32","VN1R5"
"Vmn1r6","VN1R5"
"Vmn1r51","VN1R17P"
"Vmn1r26","VN1R5"
"Vmn1r10","VN1R17P"
"Vmn1r10","VN1R5"
"Vmn1r52","VN1R17P"
"Vmn1r19","VN1R17P"
"Vmn1r19","VN1R5"
"Vmn1r43","VN1R17P"
"Vmn1r17","VN1R17P"
"Vmn1r17","VN1R5"
"Vmn1r230","VN1R4"
"Vmn1r45","VN1R17P"
"Vmn1r224","VN1R2"
"Vmn1r224","VN1R3"
"Vmn1r68","VN1R2"
"Vmn1r68","VN1R3"
"Vmn1r184","VN1R4"
"Vmn1r228","VN1R2"
"Vmn1r228","VN1R3"
"Vmn1r227","VN1R4"
"Vmn1r69","VN1R2"
"Vmn1r69","VN1R3"
"Vmn1r235","VN1R4"
"Vmn1r185","VN1R2"
"Vmn1r185","VN1R3"
"Vmn1r66","VN1R2"
"Vmn1r66","VN1R3"
"Vmn1r236","VN1R4"
"Vmn1r70","VN1R4"
"Vmn1r71","VN1R2"
"Vmn1r71","VN1R3"
"Vmn1r71","VN1R4"
"Vmn1r232","VN1R2"
"Vmn1r232","VN1R3"
"Vmn1r237","VN1R4"
"Vmn1r233","VN1R4"
"Vmn1r225","VN1R2"
"Vmn1r225","VN1R3"
"Vmn1r67","VN1R2"
"Vmn1r67","VN1R3"
"Vmn1r229","VN1R2"
"Vmn1r229","VN1R3"
"Vmn1r226","VN1R2"
"Vmn1r226","VN1R3"
"Vmn1r234","VN1R4"
"Slc18a3","SLC18A3"
"Vamp1","VAMP1"
"Ddx4","DDX4"
"Uso1","USO1"
"Veph1","VEPH1"
"Vgll2","VGLL2"
"Vhl","VHL"
"Slc32a1","SLC32A1"
"Pdcl3","PDCL3"
"Cdc16","CDC16"
"Vil1","VIL1"
"Slc18a2","SLC18A2"
"Psmd6","PSMD6"
"Dcaf1","DCAF1"
"Vps26a","VPS26A"
"Vstm2l","VSTM2L"
"Vtn","VTN"
"Wac","WAC"
"Tpbgl","TPBGL"
"Wbp2nl","WBP2NL"
"Eif4h","EIF4H"
"Abhd11","ABHD11"
"Bud23","BUD23"
"Dcaf5","DCAF5"
"Dcaf11","DCAF11"
"Ciao1","CIAO1"
"Wdr45b","WDR45B"
"Poc1a","POC1A"
"Snrnp40","SNRNP40"
"Dync2i1","DYNC2I1"
"Skic8","SKIC8"
"Dnai3","DNAI3"
"Tbc1d31","TBC1D31"
"Dnai4","DNAI4"
"Dph7","DPH7"
"Dnaaf10","DNAAF10"
"Rmc1","RMC1"
"Dcaf13","DCAF13"
"Nsd3","NSD3"
"Pym1","PYM1"
"Wipf1","WIPF1"
"Doc2b","DOC2B"
"Sbsn","SBSN"
"Wnt10b","WNT10B"
"Wnt3a","WNT3A"
"Wnt4","WNT4"
"Wnt7a","WNT7A"
"Wdr82","WDR82"
"Cndp1","CNDP1"
"Mtf2","MTF2"
"Vdac2","VDAC2"
"Snapc3","SNAPC3"
"Stard3nl","STARD3NL"
"Casq2","CASQ2"
"Sfxn2","SFXN2"
"Zfhx2","ZFHX2"
"Pitrm1","PITRM1"
"Cpt2","CPT2"
"Zfp207","ZNF207"
"Aip","AIP"
"Dcps","DCPS"
"Nup133","NUP133"
"Wdr13","WDR13"
"Acsl6","ACSL6"
"Gtf2e2","GTF2E2"
"Usp5","USP5"
"Ofd1","OFD1"
"Pfdn5","PFDN5"
"Arih2","ARIH2"
"Mdm4","MDM4"
"Cdk2","CDK2"
"Cyp20a1","CYP20A1"
"Mtpn","MTPN"
"Dda1","DDA1"
"Nenf","NENF"
"Ddost","DDOST"
"Prim2","PRIM2"
"Atp6v1g3","ATP6V1G3"
"Atp6v1g1","ATP6V1G1"
"Atp6v1g2","ATP6V1G2"
"Rapgef6","RAPGEF6"
"Pelo","PELO"
"Dcxr","DCXR"
"Spcs2","SPCS2"
"Rpn1","RPN1"
"Thap11","THAP11"
"Vapa","VAPA"
"Psmc5","PSMC5"
"Pom121","POM121"
"Pom121","POM121B"
"Pom121","POM121C"
"Wdr18","WDR18"
"Mrps23","MRPS23"
"Arih1","ARIH1"
"Vamp8","VAMP8"
"Snrpd3","SNRPD3"
"Rps27rt","RPS27"
"Rps27","RPS27"
"Cox15","COX15"
"Rnps1","RNPS1"
"Aagab","AAGAB"
"Rrp15","RRP15"
"Nvl","NVL"
"Cpsf6","CPSF6"
"Phf6","PHF6"
"Sap30l","SAP30L"
"Sap30","SAP30"
"Rpl12","RPL12"
"Mrpl20","MRPL20"
"Hnrnpd","HNRNPD"
"Dut","DUT"
"Glis3","GLIS3"
"Fgb","FGB"
"Crkl","CRKL"
"Smarca2","SMARCA2"
"Kpna4","KPNA4"
"Nup50","NUP50"
"Nup50l","NUP50"
"Rps24","RPS24"
"Klhl15","KLHL15"
"Sfn","SFN"
"Ywhaq","YWHAQ"
"Rpl19","RPL19"
"Rps26","RPS26"
"Rps26","RPS26P11"
"Uba52","UBA52"
"Rps4x","RPS4X"
"Rpl15","RPL15"
"Rps6","RPS6"
"Ap3s1","AP3S1"
"Ndfip2","NDFIP2"
"Fubp1","FUBP1"
"Rps15","RPS15"
"Rpl23a","RPL23A"
"Slc38a6","SLC38A6"
"Prkag1","PRKAG1"
"Rpl7a","RPL7A"
"Sema5a","SEMA5A"
"Etfb","ETFB"
"Mrpl28","MRPL28"
"Akirin1","AKIRIN1"
"Hdac4","HDAC4"
"Tbl2","TBL2"
"Arhgdia","ARHGDIA"
"Zranb2","ZRANB2"
"Sdc3","SDC3"
"Limk2","LIMK2"
"Mbd2","MBD2"
"Tmub1","TMUB1"
"Mbd3l2","MBD3L2"
"Mbd3l2","MBD3L2B"
"Mbd3l2","MBD3L3"
"Mbd3l2","MBD3L4"
"Mbd3l2","MBD3L5"
"Dpm2","DPM2"
"Rpl3","RPL3"
"Scyl3","SCYL3"
"Spty2d1","SPTY2D1"
"Vdac3","VDAC3"
"Tspyl1","TSPYL1"
"Tspyl1","TSPYL6"
"Tspyl4","TSPYL4"
"Tspyl5","TSPYL5"
"Tspyl3","TSPY26P"
"Tspyl2","TSPYL2"
"C1qtnf5","C1QTNF5"
"C1qtnf5","MFRP"
"Rps15a","RPS15A"
"Eif5a2","EIF5A2"
"Btf3","BTF3"
"Col6a3","COL6A3"
"Tcta","TCTA"
"Drg1","DRG1"
"Cltb","CLTB"
"Jagn1","JAGN1"
"Scarf1","SCARF1"
"Dis3","DIS3"
"Cotl1","COTL1"
"Derl1","DERL1"
"Ndufb9","NDUFB9"
"Lpcat4","LPCAT4"
"Trps1","TRPS1"
"Arhgap28","ARHGAP28"
"Tfg","TFG"
"Sarnp","SARNP"
"Ing4","ING4"
"Polr3e","POLR3E"
"Commd2","COMMD2"
"Blmh","BLMH"
"Net1","NET1"
"Rpl21","RPL21"
"Uevld","UEVLD"
"Tysnd1","TYSND1"
"Gcsh","GCSH"
"Herc1","HERC1"
"Thy1","THY1"
"Pik3cg","PIK3CG"
"Usp8","USP8"
"Szrd1","SZRD1"
"Lman2","LMAN2"
"Fxr1","FXR1"
"Ndnf","NDNF"
"Akirin2","AKIRIN2"
"Eif5a","EIF5A"
"Eif5a","EIF5AL1"
"Ssb","SSB"
"Vwa5a","VWA5A"
"AW551984","VWA5A"
"Ppid","PPID"
"Sucla2","SUCLA2"
"Dpp7","DPP7"
"Txndc5","TXNDC5"
"Maea","MAEA"
"Ttpal","TTPAL"
"Tram2","TRAM2"
"Smpd4","SMPD4"
"Anp32e","ANP32E"
"Cdk9","CDK9"
"Cpsf1","CPSF1"
"Zfr","ZFR"
"Pgrmc2","PGRMC2"
"Eif1ad7","EIF1AY"
"Eif1ad12","EIF1AY"
"Eif1ad15","EIF1AY"
"Eif1ad3","EIF1AY"
"Eif1ad2","EIF1AY"
"Eif1ad11","EIF1AY"
"Eif1ad6","EIF1AY"
"Eif1ad8","EIF1AY"
"Eif1ad17","EIF1AY"
"Eif1ad14","EIF1AY"
"Eif1ad19","EIF1AY"
"Eif1ad16","EIF1AY"
"Eif1ad18","EIF1AY"
"Eif1ad13","EIF1AY"
"Eif1ad4","EIF1AY"
"Eif1ax","EIF1AX"
"Eif1ax","EIF1AY"
"Atrx","ATRX"
"Ube2e3","UBE2E3"
"Smurf1","SMURF1"
"Pcm1","PCM1"
"Psmd9","PSMD9"
"Kctd10","KCTD10"
"Atp6v0b","ATP6V0B"
"Ppig","PPIG"
"Idh2","IDH2"
"Ctsa","CTSA"
"Gart","GART"
"Ndufs1","NDUFS1"
"Akt1s1","AKT1S1"
"Tmbim4","TMBIM4"
"Dtwd1","DTWD1"
"Abce1","ABCE1"
"Dbnl","DBNL"
"Srrm1","SRRM1"
"Ak2","AK2"
"Ilf2","ILF2"
"Rcc2","RCC2"
"Cnn2","CNN2"
"Pid1","PID1"
"Chrac1","CHRAC1"
"Ryk","RYK"
"Rcn3","RCN3"
"Tax1bp3","TAX1BP3"
"Rchy1","RCHY1"
"Mthfd2","MTHFD2"
"Rad51","RAD51"
"Frmd6","FRMD6"
"Xrn2","XRN2"
"Ube2e1","UBE2E1"
"Ube2e2","UBE2E2"
"Psmc3","PSMC3"
"Ndufa10","NDUFA10"
"Etfrf1","ETFRF1"
"Pms2","PMS2"
"Safb","SAFB"
"Safb2","SAFB2"
"Anxa13","ANXA13"
"Nono","NONO"
"Usp1","USP1"
"Hmmr","HMMR"
"Cyb5a","CYB5A"
"Crtap","CRTAP"
"Cep19","CEP19"
"Vps26b","VPS26B"
"Phpt1","PHPT1"
"Ptpn13","PTPN13"
"Luc7l","LUC7L"
"Fbxl5","FBXL5"
"Uri1","URI1"
"Eaf1","EAF1"
"Dhps","DHPS"
"Snx3","SNX3"
"Npl","NPL"
"Actn4","ACTN4"
"Ik","IK"
"Usp39","USP39"
"Rpl7l1","RPL7L1"
"Cdc27","CDC27"
"Dao","DAO"
"Sde2","SDE2"
"Ikzf5","IKZF5"
"Laptm4a","LAPTM4A"
"Sirt2","SIRT2"
"Csl","CS"
"Cs","CS"
"Hsdl2","HSDL2"
"Setd6","SETD6"
"Comtd1","COMTD1"
"Anxa2","ANXA2"
"Anxa2","ANXA2P2"
"BC005537","C6orf62"
"Acox1","ACOX1"
"C9","C9"
"Cpb1","CPB1"
"Aqp12","AQP12A"
"Aqp12","AQP12B"
"Sptssa","SPTSSA"
"Gm6993","SPTSSA"
"Clta","CLTA"
"Adh1","ADH1A"
"Adh1","ADH1B"
"Adh1","ADH1C"
"Adh4","ADH4"
"Adh7","ADH7"
"Agt","AGT"
"Dbi","DBI"
"Dbil5","DBIL5P"
"Gmpr2","GMPR2"
"Dpp3","DPP3"
"Amy2a1","AMY1A"
"Amy2a1","AMY1B"
"Amy2a1","AMY1C"
"Amy2a1","AMY2A"
"Amy2a1","AMY2B"
"Amy2a3","AMY1A"
"Amy2a3","AMY1B"
"Amy2a3","AMY1C"
"Amy2a3","AMY2A"
"Amy2a3","AMY2B"
"Amy2a4","AMY1A"
"Amy2a4","AMY1B"
"Amy2a4","AMY1C"
"Amy2a4","AMY2A"
"Amy2a4","AMY2B"
"Amy2a2","AMY1A"
"Amy2a2","AMY1B"
"Amy2a2","AMY1C"
"Amy2a2","AMY2A"
"Amy2a2","AMY2B"
"Amy2a5","AMY1A"
"Amy2a5","AMY1B"
"Amy2a5","AMY1C"
"Amy2a5","AMY2A"
"Amy2a5","AMY2B"
"Amy1","AMY1A"
"Amy1","AMY1B"
"Amy1","AMY1C"
"Amy1","AMY2A"
"Amy1","AMY2B"
"Pik3r1","PIK3R1"
"Cyp51","CYP51A1"
"Eif3l","EIF3L"
"Sdf4","SDF4"
"Serpina5","SERPINA5"
"Serpina3b","SERPINA3"
"Serpina7","SERPINA7"
"Serpina11","SERPINA11"
"Serpina3a","SERPINA3"
"Serpina3g","SERPINA3"
"Serpina3j","SERPINA3"
"Serpina9","SERPINA9"
"Serpina12","SERPINA12"
"Serpina6","SERPINA6"
"Cpa4","CPA4"
"Cpa2","CPA2"
"St6galnac3","ST6GALNAC3"
"Arg2","ARG2"
"Maob","MAOB"
"Maoa","MAOA"
"Tomm40","TOMM40"
"Serhl","SERHL"
"Serhl","SERHL2"
"Upb1","UPB1"
"Ankfy1","ANKFY1"
"Arrdc2","ARRDC2"
"Pdcd6ip","PDCD6IP"
"Plg","PLG"
"Zfx","ZFX"
"Zfa-ps","ZFY"
"Tada2b","TADA2B"
"U2af2","U2AF2"
"Terf1","TERF1"
"Anapc5","ANAPC5"
"Eaf2","EAF2"
"Vps53","VPS53"
"Oxsr1","OXSR1"
"Ndufb2","NDUFB2"
"Ldlrad2","LDLRAD2"
"Appbp2","APPBP2"
"Nktr","NKTR"
"Spc24","SPC24"
"Abcf1","ABCF1"
"Endog","ENDOG"
"Nosip","NOSIP"
"Rps20","RPS20"
"Auh","AUH"
"Stx5a","STX5"
"Smurf2","SMURF2"
"Colec11","COLEC11"
"Ddx49","DDX49"
"Dek","DEK"
"Taf6","TAF6"
"Larp1","LARP1"
"Ddx41","DDX41"
"Ttl","TTL"
"Dcaf12","DCAF12"
"Dcaf12l2","DCAF12L1"
"Dcaf12l2","DCAF12L2"
"Rpl10a","RPL10A"
"Gdpd1","GDPD1"
"Drg2","DRG2"
"Tomm34","TOMM34"
"Rab5c","RAB5C"
"Pus1","PUS1"
"Mtmr10","MTMR10"
"Fntb","CHURC1-FNTB"
"Fntb","FNTB"
"Fam3c","FAM3C"
"Ndufv1","NDUFV1"
"Arhgap11a","ARHGAP11A"
"Dusp5","DUSP5"
"Carhsp1","CARHSP1"
"Pls3","PLS3"
"Cenpe","CENPE"
"Msh2","MSH2"
"Pla2g6","PLA2G6"
"Cav1","CAV1"
"Msrb3","MSRB3"
"Dbr1","DBR1"
"Aimp2","AIMP2"
"Pim1","PIM1"
"Sf1","SF1"
"Rsad1","RSAD1"
"Tnrc6a","TNRC6A"
"Tdh","TDH"
"Nipa1","NIPA1"
"Sfmbt1","SFMBT1"
"Kptn","KPTN"
"Rnf130","RNF130"
"Klhl13","KLHL13"
"Gnl2","GNL2"
"Stat3","STAT3"
"Dck","DCK"
"Rsrp1","RSRP1"
"Pigc","PIGC"
"Sppl2b","SPPL2B"
"Arid3b","ARID3B"
"Mypn","MYPN"
"Plekhm1","PLEKHM1"
"Ndfip1","NDFIP1"
"Rassf1","RASSF1"
"Det1","DET1"
"Supv3l1","SUPV3L1"
"Taf13","TAF13"
"Trappc10","TRAPPC10"
"Faxdc2","FAXDC2"
"Ccdc24","CCDC24"
"Golga7","GOLGA7"
"Hbs1l","HBS1L"
"Farp2","FARP2"
"Ipo9","IPO9"
"Rbm5","RBM5"
"Dazap2","DAZAP2"
"Ercc3","ERCC3"
"Mgat4b","MGAT4B"
"Tsnaxip1","TSNAXIP1"
"Mospd1","MOSPD1"
"Mus81","MUS81"
"Eif2s2","EIF2S2"
"Cldn12","CLDN12"
"Hmga2","HMGA2"
"Poli","POLI"
"Dhodh","DHODH"
"Fezf1","FEZF1"
"Crim1","CRIM1"
"Clic1","CLIC1"
"Hdac6","HDAC6"
"Atxn2l","ATXN2L"
"Eif4e3","EIF4E3"
"Cops3","COPS3"
"Taldo1","TALDO1"
"Gosr2","GOSR2"
"Slc25a16","SLC25A16"
"Fam234b","FAM234B"
"Mospd2","MOSPD2"
"Trappc5","TRAPPC5"
"Aup1","AUP1"
"Arl11","ARL11"
"Taf5","TAF5"
"Dctn3","DCTN3"
"Hectd3","HECTD3"
"Irf2bpl","IRF2BPL"
"Pink1","PINK1"
"Ndor1","NDOR1"
"Aph1b","APH1B"
"Aph1c","APH1B"
"Prpf38b","PRPF38B"
"Tmem115","TMEM115"
"Urod","UROD"
"Actr6","ACTR6"
"Gtf2b","GTF2B"
"Rras2","RRAS2"
"Txndc12","TXNDC12"
"Tcp11l2","TCP11L2"
"Sephs1","SEPHS1"
"Zswim8","ZSWIM8"
"Sgcd","SGCD"
"Nsun5","NSUN5"
"Nsun5","NSUN5P2"
"Trp53bp1","TP53BP1"
"Txlng","TXLNG"
"E2f3","E2F3"
"Lonp2","LONP2"
"Cav2","CAV2"
"Fam107b","FAM107B"
"Gdpgp1","GDPGP1"
"Rabif","RABIF"
"Sdf2l1","SDF2L1"
"Tbc1d17","TBC1D17"
"Slc39a9","SLC39A9"
"Pomk","POMK"
"Tbc1d12","TBC1D12"
"Ell","ELL"
"Glt8d1","GLT8D1"
"Usp13","USP13"
"Olig2","OLIG2"
"Nsun2","NSUN2"
"Triml1","TRIML1"
"Pcbp4","PCBP4"
"Rraga","RRAGA"
"Rragb","RRAGB"
"Fbxw2","FBXW2"
"Smtnl2","SMTNL2"
"Gskip","GSKIP"
"Med28","MED28"
"Slc39a5","SLC39A5"
"Usp16","USP16"
"Gnptg","GNPTG"
"Fbxo9","FBXO9"
"Rab1b","RAB1B"
"Rab1b","RAB1C"
"Slc39a3","SLC39A3"
"Trim44","TRIM44"
"Polr1b","POLR1B"
"Atf1","ATF1"
"Pdik1l","PDIK1L"
"Brd7","BRD7"
"Zfp185","ZNF185"
"Ppp1r15a","PPP1R15A"
"Wdr24","WDR24"
"Spg21","SPG21"
"Ankra2","ANKRA2"
"Mmp15","MMP15"
"Sltm","SLTM"
"Uros","UROS"
"Gemin8","GEMIN8"
"Fbxw5","FBXW5"
"Slc26a11","SLC26A11"
"Chaf1a","CHAF1A"
"Mynn","MYNN"
"Pklr","PKLR"
"St13","ST13"
"St13","ST13P4"
"St13","ST13P5"
"Cbl","CBL"
"Tex10","TEX10"
"Asb8","ASB8"
"Btbd9","BTBD9"
"Tmem33","TMEM33"
"Ctdspl","CTDSPL"
"Hdac8","HDAC8"
"Usp36","USP36"
"Zfp26","ZNF267"
"Zfp26","ZNF836"
"Zfp26","ZNF841"
"Zfp112","ZNF112"
"Zfp60","ZNF780A"
"Hdac10","HDAC10"
"Ppp1r3b","PPP1R3B"
"Bckdha","BCKDHA"
"Cndp2","CNDP2"
"Stxbp6","STXBP6"
"Nasp","NASP"
"Klhl11","KLHL11"
"Gbp4","GBP6"
"Gbp8","GBP6"
"Gbp5","GBP5"
"Zbtb20","ZBTB20"
"Ttpa","TTPA"
"Tm4sf5","TM4SF5"
"Plxna4","PLXNA4"
"Eif4a2","EIF4A2"
"Slc13a2","SLC13A2"
"Slc38a4","SLC38A4"
"Helz","HELZ"
"Dhdds","DHDDS"
"Zbtb14","ZBTB14"
"Pgk2","PGK2"
"Pgk1","PGK1"
"Scrn3","SCRN3"
"1700025G04Rik","C1orf21"
"Rtn3","RTN3"
"Mta2","MTA2"
"Foxj3","FOXJ3"
"Tmem184a","TMEM184A"
"Slc25a33","SLC25A33"
"Trmt9b","TRMT9B"
"Ss18","SS18"
"Ets2","ETS2"
"Psma4","PSMA4"
"Ssr4","SSR4"
"Canx","CANX"
"Med26","MED26"
"Usp32","USP32"
"Usp32","USP6"
"Sgsh","SGSH"
"Vrk1","VRK1"
"Lrrc42","LRRC42"
"Rnft1","RNFT1"
"Ccdc28a","CCDC28A"
"Rabac1","RABAC1"
"Actr8","ACTR8"
"Psmc4","PSMC4"
"Flcn","FLCN"
"Invs","INVS"
"Nudt5","NUDT5"
"Scamp2","SCAMP2"
"Lsm2","LSM2"
"Poll","POLL"
"Cnot8","CNOT8"
"Rab28","RAB28"
"Cdc20","CDC20"
"Rprd1a","RPRD1A"
"Slc30a8","SLC30A8"
"N4bp1","N4BP1"
"Qrsl1","QRSL1"
"Psmd7","PSMD7"
"Slc30a5","SLC30A5"
"Srp72","SRP72"
"Ttyh2","TTYH2"
"Mtmr6","MTMR6"
"Taf1","TAF1"
"Taf1","TAF1L"
"Dusp16","DUSP16"
"Tnfaip1","TNFAIP1"
"Kcnd3","KCND3"
"Slc30a7","SLC30A7"
"Rnf41","RNF41"
"Gpd1l","GPD1L"
"Runx1t1","RUNX1T1"
"Rpa1","RPA1"
"Mthfd2l","MTHFD2L"
"Prpsap2","PRPSAP2"
"Tgds","TGDS"
"Sf3a3","SF3A3"
"Rhoq","RHOQ"
"Eif3a","EIF3A"
"Gkap1","GKAP1"
"Tlk2","TLK2"
"Ints12","INTS12"
"Klhl18","KLHL18"
"Pmpca","PMPCA"
"Chp2","CHP2"
"Tm9sf2","TM9SF2"
"Eftud2","EFTUD2"
"Lrpap1","LRPAP1"
"Ndel1","NDEL1"
"Cebpz","CEBPZ"
"Pla1a","PLA1A"
"Gucd1","GUCD1"
"Npepl1","NPEPL1"
"Trmt5","TRMT5"
"Wtap","WTAP"
"Rnf146","RNF146"
"Itgb5","ITGB5"
"Hsd11b2","HSD11B2"
"Tmem117","TMEM117"
"Usp25","USP25"
"Ttc5","TTC5"
"Ube2q2","UBE2Q2"
"Alg1","ALG1"
"Alg1","ALG1L2"
"Rap2b","RAP2B"
"Kif20a","KIF20A"
"Ythdf3","YTHDF3"
"Mat1a","MAT1A"
"Ldhd","LDHD"
"Fyb2","FYB2"
"Pls1","PLS1"
"Arhgef10","ARHGEF10"
"Ddx23","DDX23"
"Actr5","ACTR5"
"Msto1","MSTO1"
"Ppil4","PPIL4"
"Cuedc2","CUEDC2"
"Nol6","NOL6"
"Ecd","ECD"
"Klhl12","KLHL12"
"Tmem59l","TMEM59L"
"Plrg1","PLRG1"
"Foxk1","FOXK1"
"Rftn2","RFTN2"
"S100z","S100Z"
"Akap9","AKAP9"
"Dync2h1","DYNC2H1"
"Syt4","SYT4"
"Fahd1","FAHD1"
"Ptrh2","PTRH2"
"Ift80","IFT80"
"Fez1","FEZ1"
"Fbxo42","FBXO42"
"Bbox1","BBOX1"
"Dr1","DR1"
"Ccdc124","CCDC124"
"Ppt1","PPT1"
"Uchl5","UCHL5"
"Fgfr1op2","FGFR1OP2"
"Dzank1","DZANK1"
"Mavs","MAVS"
"Pdxdc1","PDXDC1"
"Pdxdc1","PDXDC2P"
"Sdhaf2","SDHAF2"
"Tmem30b","TMEM30B"
"Katnb1","KATNB1"
"Chic1","CHIC1"
"Arfgap1","ARFGAP1"
"Anp32a","ANP32A"
"Anp32a","ANP32CP"
"Anp32-ps","ANP32D"
"Lyrm1","LYRM1"
"Adam23","ADAM23"
"Dusp2","DUSP2"
"Camk4","CAMK4"
"Rdh12","RDH12"
"Rdh11","RDH11"
"Carnmt1","CARNMT1"
"Rufy2","RUFY2"
"Dnajb8","DNAJB8"
"Dnajb3","DNAJB3"
"Dnajb7","DNAJB7"
"Stmn4","STMN4"
"Sbf1","SBF1"
"Glod4","GLOD4"
"Mrps18b","MRPS18B"
"Ttc7b","TTC7B"
"Mdh2","MDH2"
